order_count,total_payment,avg_review_score,avg_delivery_days,days_since_last_purchase
1,73.77,5.0,17.0,158
1,29.05,5.0,6.0,135
1,84.23,5.0,21.0,292
2,1224.74,4.25,25.5,325
1,262.38,5.0,2.0,231
1,334.45,5.0,10.0,362
1,421.03,5.0,21.0,384
1,332.66,5.0,10.0,354
1,70.04,3.0,6.0,385
2,853.97,5.0,15.0,131
1,71.43,5.0,6.0,209
1,176.81,5.0,5.0,158
1,360.16,4.0,18.0,152
1,128.26,5.0,4.0,352
1,569.82,5.0,23.0,205
1,127.08,5.0,7.0,407
1,75.36,5.0,4.0,164
1,59.0,5.0,11.0,253
1,73.03,5.0,10.0,530
1,143.83,5.0,8.0,525
1,135.05,5.0,17.0,268
1,59.0,5.0,39.0,226
1,299.76,5.0,3.0,449
1,66.08,5.0,7.0,410
1,160.44,4.0,9.0,75
1,206.43,4.0,5.0,86
1,87.16,5.0,14.0,79
1,23.78,5.0,6.0,332
2,407.58,3.6666666666666665,8.333333333333334,106
1,260.19,4.0,22.0,338
1,148.15,2.0,15.0,527
1,92.94,5.0,4.0,184
1,35.77,5.0,6.0,378
1,62.78,1.0,3.0,319
1,129.52,1.0,7.0,294
1,196.35,5.0,16.0,477
1,47.29,5.0,9.0,127
1,116.14,3.0,6.0,526
1,27.36,4.0,1.0,138
1,182.96,5.0,13.0,68
1,37.37,4.0,3.0,199
1,95.68,4.0,24.0,495
1,73.66,5.0,7.0,58
1,147.36,5.0,9.0,268
1,665.7,1.0,35.0,639
1,790.5,5.0,7.0,328
1,169.89,5.0,16.0,359
1,100.35,4.0,7.0,56
1,54.0,4.0,4.0,307
1,51.73,3.0,24.0,173
1,122.4,5.0,8.0,510
1,66.11,5.0,17.0,346
1,64.0,5.0,16.0,268
1,241.93,4.0,9.0,97
1,133.18,4.0,11.0,170
1,74.05,5.0,8.0,515
1,223.52,1.0,10.0,370
1,232.29,4.0,7.0,197
1,37.68,5.0,1.0,262
1,809.7,1.0,9.0,495
1,25.13,1.0,18.0,154
1,75.84,4.0,5.0,156
1,85.98,5.0,11.0,63
1,113.85,4.0,5.0,88
1,85.14,2.0,14.0,275
1,68.89,5.0,6.0,424
1,88.07,5.0,6.0,76
1,83.56,1.0,5.0,63
1,1415.88,1.0,5.0,334
1,75.07,1.0,24.0,275
1,99.8,5.0,6.0,118
1,49.65,5.0,13.0,407
1,102.01,5.0,9.0,158
1,160.12,5.0,2.0,57
1,60.23,1.0,18.0,146
1,206.44,5.0,9.0,618
1,60.42,5.0,12.0,622
1,116.85,5.0,4.0,390
1,133.53,4.0,2.0,176
1,173.67,5.0,3.0,167
1,84.59,3.0,18.0,453
1,719.65,1.0,36.0,349
1,40.0,5.0,15.0,395
1,514.1,5.0,12.0,119
1,102.74,5.0,14.0,269
1,146.76,5.0,18.0,453
1,32.74,3.0,41.0,573
1,65.53,5.0,20.0,423
1,60.75,3.0,13.0,475
1,238.69,5.0,12.0,294
1,49.31,5.0,19.0,153
1,368.11,5.0,11.0,496
1,40.58,5.0,9.0,85
1,199.26,5.0,13.0,119
1,33.77,5.0,2.0,357
1,99.75,1.0,9.0,582
1,62.3,4.0,16.0,94
1,484.02,5.0,6.0,517
1,63.37,5.0,9.0,225
1,72.15,5.0,16.0,244
2,570.3,4.5,10.5,116
1,66.69,3.0,16.0,340
1,131.82,1.0,54.0,202
1,34.86,4.0,6.0,615
1,195.16,3.0,10.0,374
1,66.53,5.0,8.0,617
1,576.9000000000001,5.0,11.0,499
1,31.84,5.0,7.0,563
1,86.15,4.0,23.0,381
1,143.81,5.0,13.0,166
1,182.29,5.0,7.0,77
1,90.99,2.0,10.0,130
1,221.23,5.0,11.0,93
1,35.09,3.0,9.0,527
1,20.03,5.0,12.0,257
1,233.84,5.0,5.0,125
1,91.99,5.0,5.0,115
1,129.92,5.0,19.0,279
1,153.68,5.0,17.0,550
1,158.51,5.0,11.0,130
1,85.14,4.0,20.0,272
1,72.14,3.0,14.0,399
1,26.54,5.0,4.0,53
1,26.27,5.0,1.0,518
1,403.8,5.0,17.0,325
1,68.3,5.0,4.0,401
1,188.97,2.0,13.0,339
1,175.5,5.0,11.0,336
1,72.57,5.0,10.0,327
1,96.78,1.0,49.0,463
2,145.35,3.0,31.0,369
1,155.12,5.0,4.0,485
1,35.0,5.0,6.0,423
1,35.86,5.0,11.0,544
1,210.39,5.0,13.0,600
1,77.29,5.0,11.0,184
1,258.96,5.0,11.0,169
2,3610.0,3.0,13.666666666666666,237
1,26.09,5.0,11.0,496
1,68.87,5.0,2.0,199
1,27.3,1.0,3.0,90
1,52.63,4.0,3.0,87
1,64.07,5.0,9.0,212
1,107.9,5.0,16.0,309
1,113.67,5.0,4.0,106
1,155.2,3.0,18.0,232
1,58.38,1.0,10.0,116
1,47.61,1.0,39.0,227
1,56.78,4.0,9.0,239
1,200.88,1.0,8.0,73
1,203.91,5.0,12.0,61
1,61.75,5.0,18.0,327
1,221.29,5.0,16.0,136
1,485.12,5.0,14.0,176
1,46.11,5.0,14.0,568
1,85.83,4.0,6.0,234
1,71.53,5.0,15.0,235
1,42.01,3.0,8.0,547
1,58.56,5.0,19.0,288
1,50.0,5.0,8.0,401
1,223.41,5.0,9.0,464
2,491.81,2.333333333333333,13.0,249
1,204.63,5.0,6.0,119
1,357.08,1.0,16.0,253
1,138.94,5.0,7.0,78
1,228.62,1.0,35.0,247
1,83.5,5.0,5.0,491
1,84.13,4.0,15.0,175
1,138.74,5.0,4.0,436
1,31.18,5.0,2.0,50
1,29.91,5.0,9.0,555
1,122.69,5.0,8.0,164
1,110.33,5.0,28.0,223
1,299.76,5.0,8.0,427
1,11531.41,3.0,10.0,221
1,113.44,5.0,12.0,357
1,99.04,4.0,12.0,628
1,51.38,5.0,7.0,383
1,128.66,5.0,33.0,215
1,34.23,5.0,12.0,317
1,197.81,5.0,10.0,333
1,39.34,5.0,10.0,506
1,139.12,1.0,18.0,153
1,176.75,3.0,6.0,637
1,189.92,4.0,34.0,427
1,77.11,4.0,8.0,65
1,68.73,4.0,15.0,392
1,521.54,1.0,7.0,67
1,105.39,5.0,22.0,396
1,497.59,5.0,8.0,85
1,35.69,3.0,22.0,240
1,132.6,5.0,11.0,127
1,42.29,5.0,7.0,221
2,879.86,2.5,11.5,181
1,103.43,5.0,5.0,199
1,147.66,3.0,3.0,502
1,215.11,4.0,25.0,250
2,179.31,5.0,4.5,261
1,28.78,5.0,7.0,559
1,58.79,5.0,13.0,532
1,113.25,1.0,52.0,220
1,192.44,4.0,15.0,135
1,130.42,5.0,6.0,471
1,90.18,1.0,35.0,373
1,217.0,5.0,11.0,98
1,637.12,5.0,7.0,610
1,137.99,4.0,18.0,457
1,223.1,5.0,1.0,65
1,32.18,5.0,4.0,61
1,42.68,5.0,6.0,357
1,594.09,4.0,10.0,425
1,343.72,1.0,23.0,156
2,324.1,5.0,6.5,195
1,138.24,5.0,17.0,326
1,79.33,4.0,2.0,464
1,50.32,5.0,12.0,98
1,118.41,4.0,1.0,468
1,51.22,4.0,17.0,185
1,231.26,5.0,7.0,94
1,107.84,5.0,11.0,363
1,65.96,5.0,7.0,269
1,49.0,5.0,10.0,337
1,96.26,2.0,7.0,135
1,81.63,4.0,11.0,366
1,32.38,5.0,9.0,259
1,128.08,1.0,2.0,261
1,45.39,4.0,1.0,166
1,67.87,5.0,1.0,179
1,186.45,4.0,4.0,76
1,1002.88,5.0,8.0,328
1,65.0,5.0,11.0,517
1,69.24,5.0,2.0,329
1,134.9,3.0,17.0,204
1,104.87,5.0,5.0,262
1,262.13,2.0,5.0,532
1,217.36,3.0,9.0,88
1,360.66,4.0,8.0,475
1,163.08,3.0,28.0,226
1,77.57,5.0,13.0,377
1,131.62,4.0,5.0,216
1,195.0,4.0,9.0,417
1,104.1,4.0,20.0,452
1,299.2,4.0,11.0,405
1,151.91,1.0,18.0,430
1,171.69,5.0,31.0,271
1,354.45,5.0,13.0,75
1,102.84,5.0,17.0,309
1,194.11,5.0,27.0,154
1,38.68,5.0,11.0,317
1,116.36,5.0,11.0,324
1,20.08,5.0,10.0,339
1,329.07,5.0,5.0,62
1,195.01,5.0,5.0,239
1,57.61,5.0,8.0,470
1,91.28,4.0,9.0,304
1,52.91,5.0,4.0,115
1,112.71,4.0,7.0,381
1,96.52,5.0,12.0,198
1,306.94,5.0,7.0,67
1,47.39,5.0,3.0,200
1,120.15,4.0,9.0,489
1,102.16,5.0,13.0,154
1,32.77,5.0,2.0,309
1,273.88,5.0,9.0,283
1,48.83,4.0,4.0,54
1,84.05,4.0,167.0,560
1,44.08,5.0,1.0,308
1,98.94,5.0,20.0,160
1,241.44,5.0,1.0,99
1,137.08,3.0,23.0,284
1,63.52,5.0,6.0,582
1,1308.0,3.0,19.0,630
1,35.0,3.0,18.0,453
1,46.0,4.0,11.0,382
1,48.56,4.0,19.0,156
1,52.31,5.0,20.0,225
1,128.88,4.0,10.0,593
1,84.05,1.0,27.0,229
1,255.32,2.0,20.0,118
1,55.0,4.0,29.0,301
1,98.51,5.0,9.0,198
1,673.34,5.0,12.0,461
1,101.34,5.0,18.0,356
1,297.84,1.0,6.0,255
1,140.08,5.0,7.0,457
1,97.4,5.0,7.0,183
1,342.02,5.0,9.0,392
1,32.38,4.0,16.0,280
1,187.43,4.0,7.0,484
1,69.06,5.0,3.0,114
1,29.1,4.0,14.0,410
1,50.09,4.0,19.0,271
1,148.33,5.0,3.0,165
1,158.3,5.0,25.0,275
1,102.66,3.0,15.0,450
1,63.27,1.0,21.0,283
1,48.27,5.0,1.0,442
1,151.77,5.0,25.0,251
1,98.81,5.0,1.0,422
1,490.88,1.0,16.0,326
1,128.93,5.0,10.0,232
1,327.05,5.0,6.0,501
1,73.48,5.0,6.0,95
1,461.99,5.0,6.0,181
1,80.56,1.0,11.0,122
1,105.37,4.0,23.0,263
1,118.9,5.0,10.0,579
1,558.48,5.0,4.0,315
1,444.54,5.0,8.0,184
1,122.74,5.0,6.0,77
1,41.69,5.0,13.0,464
1,394.73,5.0,7.0,80
1,53.55,5.0,12.0,509
1,20.28,5.0,7.0,495
1,53.42,3.0,13.0,638
1,730.2,4.0,13.0,601
1,343.5,4.0,18.0,453
1,157.35,4.0,11.0,341
1,84.81,4.0,22.0,457
1,141.64,5.0,7.0,85
1,52.58,3.0,0.0,107
1,123.75,5.0,6.0,127
1,52.53,5.0,8.0,71
1,196.72,5.0,20.0,152
1,162.92,4.0,19.0,125
1,1830.12,4.0,8.0,499
1,195.0,5.0,13.0,328
1,69.9,5.0,10.0,166
1,47.82,5.0,17.0,327
1,65.0,5.0,6.0,266
1,623.68,5.0,6.0,476
1,50.15,5.0,1.0,161
1,77.29,5.0,12.0,147
1,126.33,4.0,15.0,436
1,144.78,4.0,9.0,203
1,115.0,3.0,21.0,160
1,40.09,5.0,24.0,401
1,143.75,3.0,23.0,157
1,69.73,4.0,7.0,330
1,267.41,1.0,50.0,301
1,299.18,4.0,2.0,85
1,469.39,5.0,6.0,428
1,155.73,5.0,18.0,324
1,42.59,5.0,9.0,268
1,25.73,5.0,11.0,83
2,457.12,2.0,13.0,355
1,3406.47,5.0,14.0,103
1,52.71,5.0,8.0,136
1,61.84,4.0,9.0,472
1,83.25,2.0,54.0,277
1,27.09,4.0,4.0,327
1,76.08,5.0,17.0,403
1,483.56,4.0,24.0,582
1,104.36,5.0,17.0,253
1,39.75,5.0,22.0,226
1,36.39,1.0,4.0,153
1,129.56,5.0,14.0,327
1,135.49,4.0,8.0,226
1,44.85,1.0,2.0,225
1,87.64,4.0,12.0,369
1,132.13,5.0,2.0,80
1,64.1,1.0,9.0,470
1,1036.53,1.0,10.0,387
1,185.74,4.0,8.0,182
1,113.32,3.0,15.0,146
1,224.28,5.0,11.0,75
1,1030.62,5.0,12.0,385
1,111.21,3.0,21.0,595
1,20.68,5.0,2.0,310
1,44.0,5.0,10.0,513
1,173.05,5.0,6.0,161
1,159.45,4.0,16.0,150
1,124.84,4.0,6.0,648
1,168.35,5.0,5.0,311
1,50.5,3.0,12.0,453
1,78.2,5.0,21.0,219
1,190.98,1.0,37.0,232
1,75.17,5.0,14.0,362
1,147.14,5.0,7.0,56
1,157.55,5.0,14.0,147
1,80.08,5.0,2.0,358
1,53.1,5.0,18.0,270
1,159.03,1.0,9.0,168
1,72.27,1.0,18.0,608
1,85.23,5.0,6.0,513
1,84.59,4.0,12.0,539
1,98.79,5.0,9.0,237
1,74.07,5.0,14.0,499
1,104.7,5.0,8.0,540
1,233.48,5.0,9.0,94
1,166.68,5.0,11.0,348
1,36.78,4.0,12.0,391
1,65.42,5.0,4.0,61
1,261.29,5.0,6.0,55
1,160.28,5.0,9.0,497
1,152.48,5.0,8.0,317
1,106.39,3.0,18.0,354
1,43.09,5.0,20.0,257
1,727.4399999999999,5.0,20.0,251
1,46.76,5.0,3.0,397
1,35.68,5.0,8.0,252
1,65.48,4.0,11.0,87
1,411.48,3.0,26.0,313
1,157.91,5.0,6.0,163
1,563.07,3.0,36.0,233
1,166.59,5.0,20.0,279
1,93.5,5.0,5.0,194
1,30.29,4.0,5.0,203
1,45.05,1.0,15.0,418
1,105.29,2.0,16.0,449
1,114.45,1.0,28.0,326
1,71.91,5.0,2.0,254
3,126.27,4.666666666666667,4.333333333333333,381
1,217.84,3.0,17.0,310
1,214.14,4.0,20.0,315
1,73.15,5.0,8.0,309
1,145.11,5.0,6.0,78
1,116.24,5.0,11.0,327
1,49.64,5.0,14.0,301
1,48.21,5.0,5.0,68
2,948.01,4.0,7.0,107
1,161.16,4.0,8.0,212
1,40.09,5.0,20.0,304
1,125.51,5.0,6.0,399
1,71.14,1.0,13.0,495
1,133.62,3.0,14.0,141
1,35.0,5.0,54.0,448
1,43.78,4.0,5.0,216
1,271.92,5.0,31.0,556
1,188.22,3.0,6.0,111
1,632.28,2.0,17.0,68
1,83.7,5.0,7.0,285
1,56.95,5.0,43.0,105
1,240.41,5.0,15.0,147
1,115.81,4.0,11.0,557
1,42.35,5.0,18.0,284
1,295.12,5.0,3.0,576
1,636.74,5.0,8.0,430
1,316.4,1.0,10.0,521
1,34.75,4.0,8.0,274
1,47.19,4.0,6.0,181
1,2012.0,1.0,11.0,96
1,114.77,5.0,13.0,560
1,43.22,5.0,18.0,150
1,38.72,4.0,7.0,355
1,32.39,5.0,1.0,128
1,188.71,5.0,8.0,232
1,86.15,5.0,7.0,454
1,117.81,5.0,7.0,55
1,107.03,1.0,36.0,330
1,140.49,5.0,15.0,327
1,1787.24,1.0,14.0,568
1,145.56,5.0,14.0,249
1,74.16,4.0,3.0,178
1,233.55,5.0,7.0,57
1,61.13,5.0,4.0,171
2,165.68,4.0,8.5,131
1,76.08,5.0,15.0,309
1,263.66,4.0,15.0,412
1,68.05,3.0,6.0,77
2,271.0,3.0,21.5,303
1,136.97,4.0,13.0,502
1,173.12,3.0,19.0,91
1,21.24,5.0,9.0,561
1,31.79,5.0,6.0,89
1,75.17,5.0,14.0,379
1,33.25,5.0,3.0,57
1,61.0,5.0,22.0,266
1,134.83,5.0,15.0,341
1,521.37,3.0,15.0,199
1,41.22,4.0,19.0,205
1,1338.41,5.0,7.0,408
1,74.3,1.0,8.0,84
1,77.57,5.0,15.0,456
1,39.84,4.0,21.0,274
1,116.45,5.0,8.0,500
1,91.99,5.0,2.0,196
1,93.65,5.0,11.0,118
1,192.39,5.0,15.0,323
1,310.67,4.0,7.0,477
1,65.13,5.0,10.0,136
1,163.44,5.0,7.0,209
1,244.41,5.0,2.0,204
2,123.35,5.0,10.666666666666666,477
1,172.36,5.0,7.0,409
2,868.54,4.5,16.0,334
1,27.4,4.0,2.0,56
1,219.52,5.0,6.0,166
1,320.8,4.0,9.0,365
1,67.23,5.0,12.0,167
1,231.32,5.0,28.0,326
1,76.38,5.0,5.0,167
1,238.44,5.0,12.0,119
1,59.1,5.0,23.0,311
1,239.32,5.0,22.0,159
1,56.69,5.0,13.0,496
1,93.48,5.0,7.0,352
1,22.29,1.0,1.0,154
1,139.5,5.0,11.0,243
1,85.85,3.0,14.0,521
1,50.13,5.0,10.0,132
1,66.22,3.0,6.0,298
1,102.03,2.0,6.0,418
1,114.48,5.0,8.0,576
1,81.73,3.0,2.0,365
1,67.44,3.0,6.0,75
1,183.63,1.0,3.0,170
1,503.92,4.0,5.0,543
1,135.39,5.0,13.0,423
1,189.37,3.0,15.0,258
1,79.21,4.0,15.0,478
1,77.57,1.0,13.0,441
1,103.55,1.0,27.0,343
1,99.33,1.0,8.0,377
1,207.57,5.0,9.0,264
1,47.69,4.0,9.0,462
1,44.13,5.0,14.0,167
2,57.48,5.0,5.0,60
1,83.93,4.0,35.0,238
1,37.62,3.0,20.0,497
1,157.13,5.0,19.0,262
1,67.62,5.0,12.0,343
1,49.27,5.0,7.0,337
1,51.69,5.0,8.0,527
1,189.01,3.0,2.0,163
1,68.84,4.0,10.0,600
1,59.82,5.0,7.0,135
1,29.77,5.0,4.0,254
1,49.18,5.0,5.0,237
1,67.36,5.0,4.0,65
1,35.0,4.0,18.0,508
1,42.5,5.0,1.0,114
1,27.85,4.0,6.0,399
1,126.43,3.0,19.0,246
1,41.05,5.0,9.0,222
2,222.63,3.0,15.0,325
1,224.08,4.0,6.0,126
1,197.51,5.0,8.0,401
1,106.38,4.0,8.0,384
1,97.92,5.0,14.0,329
1,1338.51,5.0,8.0,412
1,74.07,5.0,16.0,464
1,71.04,4.0,6.0,398
1,172.96,5.0,19.0,207
1,1099.56,1.0,10.0,325
1,163.97,2.0,8.0,398
1,276.22,5.0,7.0,244
1,77.57,5.0,1.0,486
1,1832.04,1.0,18.0,138
1,47.77,5.0,3.0,254
1,188.41,5.0,3.0,507
1,126.9,5.0,5.0,90
2,121.06,2.0,35.5,457
1,138.96,5.0,6.0,283
1,101.73,3.0,10.0,326
1,44.42,4.0,5.0,157
1,106.62,3.0,9.0,94
1,42.38,5.0,4.0,303
1,108.81,4.0,12.0,89
1,1112.82,3.0,3.0,112
1,61.79,5.0,12.0,150
1,221.38,4.0,3.0,288
1,119.79,5.0,8.0,67
1,114.33,5.0,10.0,163
1,133.69,5.0,19.0,212
1,23.1,4.0,11.0,227
1,67.5,5.0,19.0,253
1,65.01,5.0,58.0,329
1,90.17,1.0,23.0,282
1,186.94,5.0,7.0,370
1,35.41,5.0,4.0,267
1,161.72,5.0,4.0,115
1,35.0,5.0,13.0,279
1,74.49,5.0,11.0,82
1,166.06,5.0,2.0,161
1,561.28,1.0,15.0,303
1,98.51,1.0,19.0,399
1,92.15,5.0,4.0,75
1,39.86,4.0,11.0,541
1,91.07,4.0,5.0,631
1,97.8,2.0,18.0,395
1,63.7,5.0,8.0,373
1,46.1,5.0,19.0,246
1,49.64,5.0,2.0,63
1,56.85,2.0,12.0,326
1,304.7,5.0,11.0,327
1,74.05,5.0,14.0,470
1,101.34,5.0,7.0,65
1,254.12,4.0,17.0,286
1,232.64,4.0,1.0,184
1,228.58,5.0,10.0,173
1,108.86,5.0,10.0,566
1,48.82,5.0,14.0,446
1,141.11,5.0,3.0,432
1,68.37,5.0,18.0,215
1,72.83,4.0,33.0,256
1,63.0,3.0,3.0,257
1,117.57,5.0,13.0,135
1,161.54,5.0,7.0,264
1,591.88,5.0,18.0,75
1,36.19,4.0,4.0,54
1,157.85,5.0,8.0,204
1,222.71,2.0,14.0,314
1,193.37,4.0,10.0,508
2,227.78,5.0,20.5,368
1,311.34,5.0,2.0,112
1,158.52,4.0,9.0,343
1,133.54,4.0,19.0,154
1,247.16,5.0,19.0,187
1,55.79,5.0,14.0,439
1,197.68,3.0,7.0,539
1,147.15,5.0,6.0,471
1,277.64,5.0,8.0,324
1,38.0,3.0,7.0,262
1,43.27,5.0,2.0,227
1,147.06,5.0,8.0,456
1,217.32,4.0,6.0,191
1,42.59,5.0,6.0,402
1,307.96,1.0,10.0,496
1,66.27,5.0,2.0,507
1,184.45,5.0,4.0,213
1,247.52,1.0,7.0,165
1,109.22,4.0,2.0,134
1,89.36,5.0,13.0,180
1,38.47,5.0,1.0,79
1,43.0,5.0,12.0,240
1,32.48,5.0,3.0,326
1,151.95,1.0,33.0,219
1,39.25,5.0,10.0,429
1,103.13,5.0,9.0,174
1,103.55,5.0,4.0,393
1,78.1,5.0,6.0,371
1,47.38,5.0,4.0,161
2,144.45999999999998,5.0,6.0,239
1,78.12,5.0,7.0,54
1,158.73,5.0,20.0,70
1,109.79,5.0,2.0,281
1,70.63,3.0,26.0,299
1,206.56,3.0,11.0,585
1,50.68,5.0,11.0,335
1,758.0,1.0,7.0,133
1,423.51,1.0,16.0,380
1,218.55,5.0,9.0,331
1,189.83,5.0,5.0,89
1,239.8,5.0,27.0,400
1,58.13,5.0,12.0,175
1,486.8,3.0,10.0,184
1,76.85,4.0,15.0,447
1,112.35,2.0,4.0,58
1,60.34,3.0,14.0,596
1,102.23,5.0,6.0,313
1,2495.16,5.0,8.0,330
1,256.24,5.0,20.0,466
1,129.53,5.0,6.0,103
1,97.32,3.0,3.0,72
1,103.35,4.0,4.0,72
1,1632.48,1.0,7.0,455
1,135.77,5.0,9.0,365
1,126.53,4.0,12.0,109
1,549.7,3.0,29.0,73
1,592.11,1.0,8.0,350
1,52.57,5.0,3.0,109
1,263.68,1.0,44.0,309
1,42.5,5.0,14.0,461
1,134.04,5.0,15.0,431
1,73.03,4.0,10.0,340
1,103.11,5.0,14.0,562
1,122.62,5.0,8.0,253
1,132.24,5.0,14.0,408
1,187.57,5.0,6.0,385
1,67.77,4.0,9.0,487
1,208.91,5.0,8.0,184
1,58.37,4.0,3.0,226
1,122.87,3.0,6.0,85
1,35.68,5.0,3.0,353
1,173.99,4.0,6.0,78
1,80.9,4.0,29.0,139
1,50.01,1.0,69.0,232
1,44.19,5.0,7.0,83
2,1144.34,2.333333333333333,3.333333333333333,151
1,222.6,5.0,12.0,214
1,27.29,3.0,3.0,133
1,29.62,5.0,2.0,581
1,31.77,5.0,3.0,285
1,210.29,5.0,8.0,228
1,77.89,5.0,8.0,525
1,77.57,5.0,17.0,341
1,185.2,5.0,6.0,56
1,176.01,4.0,9.0,164
1,123.38,4.0,6.0,428
1,2951.83,1.0,18.0,263
1,120.98,5.0,8.0,107
2,331.38,4.0,9.0,248
1,83.24,5.0,4.0,286
1,59.33,5.0,4.0,237
1,82.23,3.0,25.0,265
6,2710.4700000000003,4.363636363636363,13.272727272727272,55
1,103.45,4.0,5.0,161
1,142.56,5.0,7.0,65
1,172.52,5.0,3.0,382
1,59.85,5.0,10.0,369
1,167.72,5.0,8.0,385
1,1411.13,5.0,21.0,442
1,53.28,5.0,4.0,166
1,549.7,1.0,28.0,72
2,338.59000000000003,4.5,8.0,172
1,114.85,5.0,7.0,167
1,188.37,5.0,2.0,122
1,119.42,5.0,3.0,54
1,20.62,5.0,20.0,536
1,772.34,5.0,8.0,76
1,142.45,4.0,19.0,215
1,55.01,5.0,6.0,309
1,239.77,5.0,15.0,253
1,233.16,5.0,18.0,201
1,195.92,5.0,8.0,346
1,1270.7,5.0,2.0,131
1,113.33,4.0,4.0,114
1,52.04,5.0,7.0,62
1,165.8,4.0,6.0,631
1,57.62,5.0,20.0,452
1,105.62,5.0,12.0,77
1,96.8,3.0,30.0,290
1,45.43,4.0,10.0,64
1,49.7,5.0,8.0,412
1,300.28,3.0,22.0,282
1,214.73,5.0,12.0,96
1,218.72,3.0,52.0,330
1,157.32,5.0,13.0,419
1,25.78,4.0,9.0,60
1,36.69,4.0,12.0,284
1,62.94,5.0,6.0,333
1,260.28,2.0,7.0,329
1,317.2,5.0,13.0,620
1,85.77,4.0,15.0,589
1,28.29,5.0,7.0,201
1,86.25,5.0,4.0,345
1,109.68,5.0,7.0,619
1,348.64,5.0,7.0,72
1,29.69,5.0,8.0,212
1,108.31,5.0,5.0,220
1,61.68,3.0,18.0,271
1,29.77,4.0,4.0,432
1,182.52,5.0,3.0,163
1,135.62,5.0,5.0,203
1,59.22,5.0,8.0,107
1,83.41,4.0,20.0,265
1,244.2,4.0,18.0,432
1,175.86,5.0,9.0,452
1,104.93,4.0,3.0,56
1,120.74,5.0,16.0,137
1,50.07,5.0,35.0,313
1,77.98,4.0,8.0,365
1,35.05,5.0,17.0,284
1,86.85,5.0,9.0,113
1,76.08,5.0,11.0,453
1,61.14,5.0,8.0,471
1,133.8,4.0,5.0,273
1,174.97,5.0,6.0,244
1,116.36,5.0,3.0,231
1,65.44,5.0,5.0,89
1,143.58,5.0,18.0,572
2,147.01,2.5,11.0,376
1,156.44,1.0,20.0,351
1,72.48,3.0,8.0,198
1,37.77,5.0,4.0,440
1,22.29,4.0,3.0,219
1,115.02,1.0,17.0,544
1,209.06,4.0,7.0,188
1,184.44,3.0,10.0,323
1,71.96,4.0,18.0,124
1,200.87,4.0,9.0,179
1,171.61,3.0,13.0,335
1,29.74,1.0,17.0,556
1,40.0,3.0,26.0,280
1,65.93,4.0,7.0,200
1,752.0,4.0,14.0,232
1,159.3,5.0,4.0,330
1,66.47,5.0,11.0,583
1,332.3,5.0,4.0,241
1,126.04,5.0,16.0,246
1,113.13,5.0,13.0,413
1,52.78,5.0,3.0,159
1,53.58,5.0,8.0,295
1,427.48,5.0,17.0,268
1,187.43,3.0,23.0,268
1,120.05,1.0,48.0,326
1,89.91,5.0,7.0,183
1,75.77,5.0,13.0,440
1,145.94,5.0,5.0,66
1,52.93,4.0,16.0,104
1,416.69,1.0,34.0,328
1,100.33,4.0,12.0,484
1,134.01,5.0,30.0,459
1,202.36,1.0,7.0,163
1,155.85,5.0,6.0,104
1,121.44,5.0,2.0,60
1,24.75,3.0,9.0,396
1,144.61,5.0,3.0,99
1,94.86,5.0,2.0,206
1,113.76,5.0,5.0,55
1,324.74,5.0,23.0,221
1,140.75,5.0,15.0,485
1,66.68,4.0,8.0,609
1,94.23,5.0,4.0,577
1,47.87,5.0,4.0,173
1,1828.32,1.0,6.0,215
1,84.92,1.0,28.0,202
1,58.61,5.0,5.0,327
1,119.57,5.0,11.0,181
1,127.41,5.0,16.0,563
1,101.12,4.0,16.0,516
1,124.89,5.0,7.0,618
1,616.73,1.0,12.0,307
2,645.53,4.5,10.0,187
2,259.32,5.0,2.5,104
1,42.58,5.0,3.0,273
1,173.52,5.0,12.0,444
1,514.16,5.0,8.0,72
1,84.49,5.0,14.0,314
1,46.0,5.0,10.0,276
1,22.86,5.0,6.0,118
1,158.22,5.0,15.0,315
2,981.98,3.0,6.0,48
1,94.97,5.0,9.0,206
1,32.69,5.0,2.0,205
1,51.11,5.0,15.0,308
1,108.6,5.0,18.0,636
1,101.56,2.0,22.0,91
1,192.55,3.0,1.0,191
1,216.26,5.0,12.0,187
1,159.96,5.0,7.0,148
1,103.55,5.0,4.0,402
1,62.17,5.0,7.0,367
1,515.93,5.0,7.0,189
1,90.39,5.0,11.0,158
1,105.44,5.0,3.0,101
1,171.55,5.0,6.0,197
1,98.56,5.0,17.0,75
1,136.6,5.0,9.0,310
1,70.13,5.0,13.0,332
1,84.69,5.0,13.0,286
1,74.07,4.0,10.0,420
1,1426.35,4.0,6.0,155
1,143.48,5.0,3.0,110
1,129.04,5.0,3.0,423
1,358.04,5.0,8.0,407
1,132.57,3.0,12.0,390
1,114.84,5.0,8.0,246
1,51.93,5.0,3.0,66
1,88.94,5.0,13.0,413
1,115.56,5.0,5.0,129
1,85.24,4.0,10.0,292
1,246.53,5.0,15.0,104
1,38.01,4.0,1.0,323
3,879.72,5.0,6.666666666666667,616
1,56.22,4.0,7.0,187
1,82.12,5.0,24.0,232
1,331.32,4.0,7.0,257
1,98.43,5.0,7.0,284
1,83.79,5.0,7.0,87
1,66.81,5.0,12.0,187
1,369.0,3.0,13.0,138
1,1391.13,5.0,67.0,224
1,53.24,2.0,10.0,88
1,155.95,4.0,13.0,112
